person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons
25,234000,MORTGAGE,3.0,MEDICAL,C,20000,14.27,0,0.0855,Y,4,0.0122,0.0855,100k+,18-25,Early(1-3y),Building(2-5y),1,0,0,0,0.079487652690208,852,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
24,234000,OWN,8.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.0855,N,4,0.0076,0.0855,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0090451152413158,895,Very Low,Approve,Very Low risk tier (PD=0.9%) — strong repayment profile.
26,234000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,21600,12.18,0,0.0923,N,3,0.0112,0.0923,100k+,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.0749795719219903,855,Very Low,Approve,Very Low risk tier (PD=7.5%) — strong repayment profile.
25,221004,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11900,14.42,1,0.0538,Y,3,0.0078,0.0538,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.5385488903027242,577,High,Manual Review,High risk tier (PD=53.9%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
26,232500,MORTGAGE,0.0,MEDICAL,C,25000,14.17,0,0.1075,Y,2,0.0152,0.1075,100k+,26-35,Unstable(<1y),New(<=2y),1,0,0,0,0.0581326842340673,865,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
25,230000,MORTGAGE,5.0,MEDICAL,C,35000,13.99,0,0.1522,N,4,0.0213,0.1522,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0325537140969022,880,Very Low,Approve,Very Low risk tier (PD=3.3%) — strong repayment profile.
23,83000,RENT,7.0,EDUCATION,B,25300,10.99,1,0.3048,N,3,0.0335,0.3048,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.3170970687146862,710,Low,Approve with Conditions,Low risk tier (PD=31.7%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
22,12600,MORTGAGE,4.0,PERSONAL,A,2000,5.42,1,0.1587,N,4,0.0086,0.1587,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.2086437833853281,775,Low,Approve,Low risk tier (PD=20.9%) — acceptable risk under standard policy.
25,12600,OWN,3.0,PERSONAL,C,1750,13.61,0,0.1389,N,3,0.0189,0.1389,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.1159661902007507,830,Very Low,Approve,Very Low risk tier (PD=11.6%) — strong repayment profile.
21,42500,RENT,3.0,EDUCATION,C,25000,12.73,1,0.5882,Y,3,0.0749,0.5882,25-50k,18-25,Early(1-3y),Building(2-5y),1,1,0,1,0.9586691361452926,325,Very High,Reject,Very High risk tier (PD=95.9%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
24,41000,RENT,2.0,HOMEIMPROVEMENT,D,25000,15.31,1,0.6098,N,3,0.0934,0.6098,25-50k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.9974759072117844,302,Very High,Reject,Very High risk tier (PD=99.7%) — default probability too high for approval under current risk appetite.
25,12816,OWN,0.0,DEBTCONSOLIDATION,C,3000,12.87,1,0.2341,Y,4,0.0301,0.2341,<25k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0,0.341928787487216,695,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
24,12960,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3650,9.91,1,0.2816,N,3,0.0279,0.2816,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.8291758497017784,402,Very High,Reject,Very High risk tier (PD=82.9%) — default probability too high for approval under current risk appetite.
26,226000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.0885,N,4,0.0102,0.0885,100k+,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.0752105269565294,855,Very Low,Approve,Very Low risk tier (PD=7.5%) — strong repayment profile.
25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,30000,19.91,0,0.1333,Y,2,0.0265,0.1333,100k+,18-25,Unstable(<1y),New(<=2y),1,0,0,0,0.5865016460954746,548,High,Manual Review,High risk tier (PD=58.7%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
26,213000,MORTGAGE,6.0,EDUCATION,B,35000,10.65,1,0.1643,N,2,0.0175,0.1643,100k+,26-35,Established(3-7y),New(<=2y),0,0,0,0,0.0133452899720291,892,Very Low,Approve,Very Low risk tier (PD=1.3%) — strong repayment profile.
24,225000,RENT,0.0,MEDICAL,B,6000,10.99,0,0.0267,N,4,0.0029,0.0267,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.159679522310331,804,Very Low,Approve,Very Low risk tier (PD=16.0%) — strong repayment profile.
24,12960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4500,11.83,1,0.3472,N,4,0.0411,0.3472,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.8989517871470557,361,Very High,Reject,Very High risk tier (PD=89.9%) — default probability too high for approval under current risk appetite.
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,1,0.1847,Y,2,0.0249,0.1847,<25k,18-25,Unstable(<1y),New(<=2y),1,0,0,0,0.2441875201935365,753,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
22,42000,RENT,6.0,MEDICAL,D,25000,14.59,1,0.5952,Y,2,0.0868,0.5952,25-50k,18-25,Established(3-7y),New(<=2y),1,1,0,1,0.9954583541532436,303,Very High,Reject,Very High risk tier (PD=99.5%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
26,48000,RENT,2.0,EDUCATION,B,25000,9.64,1,0.5208,N,4,0.0502,0.5208,25-50k,26-35,Early(1-3y),Building(2-5y),0,1,0,1,0.9115499601200768,353,Very High,Reject,Very High risk tier (PD=91.2%) — default probability too high for approval under current risk appetite.
25,12996,OWN,1.0,MEDICAL,D,3600,14.59,1,0.277,N,3,0.0404,0.277,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,1,0,0.861326503153089,383,Very High,Reject,Very High risk tier (PD=86.1%) — default probability too high for approval under current risk appetite.
22,12996,OWN,1.0,EDUCATION,B,4750,10.99,1,0.3655,N,3,0.0402,0.3655,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.4869272932069004,608,Moderate,Approve with Conditions,Moderate risk tier (PD=48.7%) — approve with adjusted terms (higher rate and/or lower approved amount).
25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.5902,Y,3,0.0965,0.5902,25-50k,18-25,Unstable(<1y),Building(2-5y),1,1,0,1,0.9932306105681644,304,Very High,Reject,Very High risk tier (PD=99.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
21,49000,RENT,4.0,EDUCATION,B,25000,10.99,1,0.5102,N,2,0.0561,0.5102,25-50k,18-25,Established(3-7y),New(<=2y),0,1,0,1,0.8943056725340196,363,Very High,Reject,Very High risk tier (PD=89.4%) — default probability too high for approval under current risk appetite.
25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0,0.1111,N,2,0.0207,0.1111,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.3886822987315798,667,Moderate,Approve with Conditions,Moderate risk tier (PD=38.9%) — approve with adjusted terms (higher rate and/or lower approved amount).
26,225000,RENT,1.0,EDUCATION,A,3000,9.32,0,0.0133,N,4,0.0012,0.0133,100k+,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.0823629130722513,851,Very Low,Approve,Very Low risk tier (PD=8.2%) — strong repayment profile.
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.0333,N,2,0.0029,0.0333,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,1,0.1119481596144071,833,Very Low,Approve,Very Low risk tier (PD=11.2%) — strong repayment profile.
26,225000,MORTGAGE,2.0,VENTURE,B,25000,10.08,0,0.1111,N,2,0.0112,0.1111,100k+,26-35,Early(1-3y),New(<=2y),0,0,0,0,0.0130227615003978,892,Very Low,Approve,Very Low risk tier (PD=1.3%) — strong repayment profile.
22,49464,RENT,5.0,PERSONAL,B,25000,11.83,1,0.5054,N,3,0.0598,0.5054,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.9056208423141642,357,Very High,Reject,Very High risk tier (PD=90.6%) — default probability too high for approval under current risk appetite.
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3,0.0395,0.5,25-50k,18-25,Unstable(<1y),Building(2-5y),0,1,0,1,0.9373351739532902,338,Very High,Reject,Very High risk tier (PD=93.7%) — default probability too high for approval under current risk appetite.
25,50000,RENT,4.0,HOMEIMPROVEMENT,A,25000,5.99,1,0.5,N,2,0.03,0.5,25-50k,18-25,Established(3-7y),New(<=2y),0,1,0,1,0.9549772439717432,327,Very High,Reject,Very High risk tier (PD=95.5%) — default probability too high for approval under current risk appetite.
24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.5682,N,2,0.0871,0.5682,25-50k,18-25,Early(1-3y),New(<=2y),0,1,0,1,0.99471992391196,303,Very High,Reject,Very High risk tier (PD=99.5%) — default probability too high for approval under current risk appetite.
23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4,0.0592,0.5,25-50k,18-25,Unstable(<1y),Building(2-5y),0,1,0,1,0.829726209727786,402,Very High,Reject,Very High risk tier (PD=83.0%) — default probability too high for approval under current risk appetite.
22,50004,RENT,0.0,VENTURE,B,25000,10.36,1,0.5,N,2,0.0518,0.5,50-75k,18-25,Unstable(<1y),New(<=2y),0,1,0,1,0.8385319379172667,397,Very High,Reject,Very High risk tier (PD=83.9%) — default probability too high for approval under current risk appetite.
22,50004,RENT,3.0,VENTURE,C,25000,12.23,1,0.5,N,3,0.0611,0.5,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.8481698861797375,391,Very High,Reject,Very High risk tier (PD=84.8%) — default probability too high for approval under current risk appetite.
22,52000,RENT,2.0,EDUCATION,B,25000,11.11,1,0.4808,N,4,0.0534,0.4808,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.8503189368637964,390,Very High,Reject,Very High risk tier (PD=85.0%) — default probability too high for approval under current risk appetite.
23,13200,OWN,3.0,DEBTCONSOLIDATION,A,4950,7.9,1,0.375,N,4,0.0296,0.375,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.64126984705766,515,High,Manual Review,High risk tier (PD=64.1%) — requires underwriter judgement and possibly additional collateral/guarantor.
24,220000,MORTGAGE,1.0,EDUCATION,B,25000,11.58,0,0.1136,N,2,0.0132,0.1136,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.0240105722436539,886,Very Low,Approve,Very Low risk tier (PD=2.4%) — strong repayment profile.
23,216000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,21000,8.9,0,0.0972,N,3,0.0087,0.0972,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0359812915657108,878,Very Low,Approve,Very Low risk tier (PD=3.6%) — strong repayment profile.
25,216000,MORTGAGE,2.0,EDUCATION,D,25000,16.07,0,0.1157,N,3,0.0186,0.1157,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.2598091226833572,744,Low,Approve,Low risk tier (PD=26.0%) — acceptable risk under standard policy.
26,216000,MORTGAGE,10.0,EDUCATION,C,20000,14.22,0,0.0926,Y,2,0.0132,0.0926,100k+,26-35,Stable(7y+),New(<=2y),1,0,0,0,0.0536376637422041,868,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
23,215000,MORTGAGE,7.0,MEDICAL,C,35000,14.79,0,0.1628,Y,3,0.0241,0.1628,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.039059543036861,877,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,215000,MORTGAGE,11.0,EDUCATION,A,12000,7.88,0,0.0558,N,2,0.0044,0.0558,100k+,26-35,Stable(7y+),New(<=2y),0,0,0,0,0.0237535055824084,886,Very Low,Approve,Very Low risk tier (PD=2.4%) — strong repayment profile.
23,52000,RENT,1.0,PERSONAL,C,25000,13.22,1,0.4808,N,2,0.0636,0.4808,50-75k,18-25,Unstable(<1y),New(<=2y),0,1,0,1,0.8841698043076683,369,Very High,Reject,Very High risk tier (PD=88.4%) — default probability too high for approval under current risk appetite.
26,46000,RENT,2.0,DEBTCONSOLIDATION,D,25000,11.86,1,0.5435,N,4,0.0645,0.5435,25-50k,26-35,Early(1-3y),Building(2-5y),0,1,0,1,0.9943529445770782,303,Very High,Reject,Very High risk tier (PD=99.4%) — default probability too high for approval under current risk appetite.
22,53000,RENT,5.0,EDUCATION,C,25000,13.43,1,0.4717,Y,4,0.0633,0.4717,50-75k,18-25,Established(3-7y),Building(2-5y),1,1,0,1,0.8421850999216964,395,Very High,Reject,Very High risk tier (PD=84.2%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
26,47000,RENT,0.0,HOMEIMPROVEMENT,D,25000,15.28,1,0.5319,Y,2,0.0813,0.5319,25-50k,26-35,Unstable(<1y),New(<=2y),1,1,0,1,0.9937616824019466,304,Very High,Reject,Very High risk tier (PD=99.4%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,47000,RENT,1.0,VENTURE,E,25000,17.93,1,0.5319,N,2,0.0954,0.5319,25-50k,18-25,Unstable(<1y),New(<=2y),0,1,0,1,0.9807953300639752,312,Very High,Reject,Very High risk tier (PD=98.1%) — default probability too high for approval under current risk appetite.
23,13200,MORTGAGE,2.0,EDUCATION,B,1400,9.25,0,0.1061,N,4,0.0098,0.1061,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.1589315721003862,805,Very Low,Approve,Very Low risk tier (PD=15.9%) — strong repayment profile.
21,13200,OWN,0.0,VENTURE,C,4500,12.98,1,0.3409,N,4,0.0443,0.3409,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.3753757992025197,675,Moderate,Approve with Conditions,Moderate risk tier (PD=37.5%) — approve with adjusted terms (higher rate and/or lower approved amount).
22,210000,MORTGAGE,6.0,VENTURE,B,16000,10.62,0,0.0762,N,4,0.0081,0.0762,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0243501988877572,885,Very Low,Approve,Very Low risk tier (PD=2.4%) — strong repayment profile.
26,210000,OWN,10.0,PERSONAL,B,22000,11.83,0,0.1048,N,4,0.0124,0.1048,100k+,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.0069686457790169,896,Very Low,Approve,Very Low risk tier (PD=0.7%) — strong repayment profile.
26,48000,RENT,5.0,VENTURE,F,25000,18.43,1,0.5208,N,2,0.096,0.5208,25-50k,26-35,Established(3-7y),New(<=2y),0,1,0,1,0.9838428096945724,310,Very High,Reject,Very High risk tier (PD=98.4%) — default probability too high for approval under current risk appetite.
22,54996,RENT,6.0,EDUCATION,B,25000,10.99,1,0.4546,N,4,0.05,0.4546,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.8014696310789072,419,Very High,Reject,Very High risk tier (PD=80.1%) — default probability too high for approval under current risk appetite.
24,55000,RENT,4.0,HOMEIMPROVEMENT,D,25000,15.31,1,0.4545,Y,4,0.0696,0.4545,50-75k,18-25,Established(3-7y),Building(2-5y),1,1,0,1,0.9854158380285344,309,Very High,Reject,Very High risk tier (PD=98.5%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,55000,RENT,4.0,EDUCATION,B,25000,11.36,1,0.4545,N,3,0.0516,0.4545,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.7997957335901994,420,Very High,Reject,Very High risk tier (PD=80.0%) — default probability too high for approval under current risk appetite.
23,55000,RENT,4.0,EDUCATION,D,25000,15.65,1,0.4545,Y,3,0.0711,0.4545,50-75k,18-25,Established(3-7y),Building(2-5y),1,1,0,1,0.9627455026444702,322,Very High,Reject,Very High risk tier (PD=96.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
24,55164,RENT,8.0,PERSONAL,C,25000,13.22,1,0.4532,Y,4,0.0599,0.4532,50-75k,18-25,Stable(7y+),Building(2-5y),1,1,0,1,0.8427269702549294,394,Very High,Reject,Very High risk tier (PD=84.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
26,56000,RENT,4.0,DEBTCONSOLIDATION,C,25000,12.87,1,0.4464,N,2,0.0575,0.4464,50-75k,26-35,Established(3-7y),New(<=2y),0,1,0,1,0.8882689265207194,367,Very High,Reject,Very High risk tier (PD=88.8%) — default probability too high for approval under current risk appetite.
24,203500,OWN,8.0,MEDICAL,C,20000,13.04,0,0.0983,N,3,0.0128,0.0983,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.014327019606221,891,Very Low,Approve,Very Low risk tier (PD=1.4%) — strong repayment profile.
23,190000,MORTGAGE,5.0,EDUCATION,F,22000,17.58,1,0.1158,Y,3,0.0204,0.1158,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.5227761054140321,586,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
23,13920,OWN,2.0,PERSONAL,E,7750,17.04,1,0.5568,N,4,0.0949,0.5568,<25k,18-25,Early(1-3y),Building(2-5y),0,1,1,0,0.9905358002719828,306,Very High,Reject,Very High risk tier (PD=99.1%) — default probability too high for approval under current risk appetite.
24,60000,RENT,0.0,PERSONAL,B,25000,10.99,1,0.4167,N,3,0.0458,0.4167,50-75k,18-25,Unstable(<1y),Building(2-5y),0,1,0,1,0.7513959132546344,449,Very High,Reject,Very High risk tier (PD=75.1%) — default probability too high for approval under current risk appetite.
24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.4167,N,3,0.0463,0.4167,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.7519445089404112,449,Very High,Reject,Very High risk tier (PD=75.2%) — default probability too high for approval under current risk appetite.
26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.463,Y,2,0.0687,0.463,50-75k,26-35,Established(3-7y),New(<=2y),1,1,0,1,0.982774311315234,310,Very High,Reject,Very High risk tier (PD=98.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,14000,OWN,2.0,DEBTCONSOLIDATION,D,4000,15.31,1,0.2857,N,3,0.0437,0.2857,<25k,18-25,Early(1-3y),Building(2-5y),0,0,1,0,0.8945822526826155,363,Very High,Reject,Very High risk tier (PD=89.5%) — default probability too high for approval under current risk appetite.
24,200000,RENT,8.0,MEDICAL,B,12000,12.69,0,0.06,N,2,0.0076,0.06,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,1,0.1647956687222431,801,Very Low,Approve,Very Low risk tier (PD=16.5%) — strong repayment profile.
24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,N,2,0.0081,0.06,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.1834297574514973,790,Very Low,Approve,Very Low risk tier (PD=18.3%) — strong repayment profile.
21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,4,0.0117,0.08,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0778003293328246,853,Very Low,Approve,Very Low risk tier (PD=7.8%) — strong repayment profile.
25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.463,N,4,0.0779,0.463,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.990083431722074,306,Very High,Reject,Very High risk tier (PD=99.0%) — default probability too high for approval under current risk appetite.
23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.4167,N,3,0.053,0.4167,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.7786028530172349,433,Very High,Reject,Very High risk tier (PD=77.9%) — default probability too high for approval under current risk appetite.
23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.4167,N,4,0.0427,0.4167,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.7540455895516078,448,Very High,Reject,Very High risk tier (PD=75.4%) — default probability too high for approval under current risk appetite.
21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.4167,N,4,0.0458,0.4167,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.7101365792621633,474,Very High,Reject,Very High risk tier (PD=71.0%) — default probability too high for approval under current risk appetite.
